,id,intent,answer,question,email
10,634a8edccdf19929c5b9b97b,2,"   قد يوجد مشكلة بتحميل الأوراق أو قد تكون غير واضحة.. 
يرجى إرسال ايميل بهذا الخصوص إلى منسق برنامج ISE من خلال
العناوين الواردة على الموقع ضمن اتصل بنا ومن ثم الاتصال بمنسقي البرامج    ",,"             في توجيهي لاتخاذ الخطوة الازمة لمعرفة عدم ظهور اسمي في
لائحة المقبولين بالهندسه المعلوماتيه
علما انه الemailالثالث لكم...وشهادتي من خارج سوريا(وقد تمت معادلة شهادة
الباكالوريا الغير السورية وتسليم الاوراق كاااااملة لدى الجامعة لديكم.. 
وتم ارسال user name و password ل رقمي الجوال سماح رجب             "
11,634a8edccdf19929c5b9b97c,5,"يرجى متابعة الموقع بشكل مستمر حيث سيتم فتح التسجيل على المواد خلال
الفترة المقبلة",,"     إن الخيار المحدد بالمرفق لاتمام عملية الدفع للتسجيل وللمقررات في ماجستير
MBA MBA لخريف 2017 غير موجود لدي علماً اني سلمت الأوراق
الثبوتية في مركز المعلومات (أبو رمانة) من تاريخ 11/1/2018 .؟؟
الحساب (ammar_98429)      "
12,634a8edccdf19929c5b9b97d,5,"يرجى متابعة الموقع بشكل مستمر حيث سيتم فتح التسجيل على المواد خلال
الفترة المقبلة",,"   انا نقبلت بالمفاضلة علوم ويب ومو طالع هاد الخيار Update
Student Registration ؟ ال ID 94303
صورة مضمّنة 1   "
13,634a8edccdf19929c5b9b986,1,"يرجى المحاولة مرة أخرى حيث سيتم فتح التسجيل على المواد خلال الفترة
المقبلة",," انا طالب مقبول بال mwsرقم المعرف 95253 ما عم يتفعل تسجيل المواد عندي مع
انو راجعت المركز وقلي انو تم التفعيل "
14,634a8edccdf19929c5b9b98b,6,  سيتم تدقيق جميع الطلبات.. بإمكانك القدوم للجامعة إن أحببت   ,," تمام وبعرف هالشي بس في بعض رفقاتي عدلو مبارح واتدققت طلباتن مبارح وخايفة
يروح عليي التسجيل وما ينتبهو لطلبي نتيجة الضغط عالموقع إذا نزلت عمركز النفاذ بيساعدوني؟ "
15,634a8edccdf19929c5b9b991,36,"   يجب تعديل الشهادة أولا كونها غير سورية.. ومن ثم يمكنك التسجيل على
المفاضلة المقبلة بالشهر الثالث وذلك تعديلها بحسب معايير وزارة
التعليم العالي في سورية
https svuonline.org/ar/node/29 <https svuonline.org/ar/node/29> 
يرجى تصفح الرابط التالي لمعرفة تفاصيل التعديل    ",,"     أحمل الشهادى الجامعية المتوسطة في هندسة الاتصالات من كلية الاتصالات
والمعلومات من مدينة الرياض المملكة العربية السعودية
انا سوري الجنسية 
مسمى الشهادة هو الدبلوم العالي في هندسة الاتصالات
اود تكملة دراستي والحصول على البكالوريوس والانتساب للنقابة
تاريخ شهادتي هو 1994
أمل منكم الرد بالتفصيل وكل الشكر لكم     "
16,634a8edccdf19929c5b9b994,2," يرجى التواصل مع منسق البرنامج الذي قمت بالتسجيل عليه من خلال المعلومات
الواردة على الموقع ضمن اتصل بنا ومن ثم الاتصال بمنسقي البرامج  ",,"    انا طلبي لسا ماتدقق لهلا وماضل وقت مشان اقدر سجل...انا
مسجل عبرامج الماجستير ورقمي الجامعي 97071    "
17,634a8edccdf19929c5b9b997,31,"    يجب تحميلها الكترونيا قبل تسليمها ورقيا لمركز النفاذ 
يرجى إرسال ايميل بالأوراق المطلوبة إلى منسق برنامج MWS على العنوان
التالي:
mws_coor@svuonline.org <mailto:mws_coor@svuonline.org>     ",,"        انا مسجل بمفاضله خريف 2017 بMWS mws
ومعدلي بيسمحلي سجل بس اسمي مو طالع بالنتيجه رجعت رفعت الاوراق الثبوتيه بس في مشكله بزر الابديت عندي بس ارفع الاشعار التخرج بيعطيني انو نجح الرفع متل مو بين بالصورة 
بس وقت عم ارجع فوت عالبروفايل ما عم لاقي الصورة مع انو الصورة مححقه
المواصفات واضحه وحجما تحت 200 كيلو ومن الصيغ المسموحه صرت مجرب اكتر من ست مرات وغيرت اكتر من متصفح وغيرت اكتر من صيغة بس
نفس المشكله وبيطلع مو متل مو مبين بالصورة فشو المشكله بيحسن سلم الاشعار عن طريقن هون في الايميل وانتو عن طريقكن بترفعوها لمركز
التحميل او بسلما ورقي لمركز النفاذ مباشرة 
ويعطيكن الف افيه         "
18,634a8edccdf19929c5b9b999,31,"  يرجى التواصل مع منسق برنامج ISE عن طريق إرسال ايميل بهذا الخصوص على العنوان التالي:
ise_coor@svuonline.org   ",,"    انا الطالبة هيا حمزه علي و رقمي الجامعي 96840
قمت بالتقديم على المفاضله وجاءت نتيجتي لصالح فرع هندسة معلوماتيه وحملت وثيقة الحسم الخاصه بنقابه المعلمين و عندما راجعت مركز النفاذ أ خبرني الموظف أن الحسم ليس فعالا وطلب مني أن ارسالكم بهذا الخصوص راجية تفعيل الحسم  "
19,634a8edccdf19929c5b9b99a,39,يجب اختيار المواد أولا ومن ثم الدفع ,,"    
قلتم لي أن التسجيل على المواد للماجستير قد تم فتحه و لكن إلى الان لم يتم
فتح التسجيل 
عندما أدخل على حسابي و اضغط على E payment لا أجد أي دفعات قابلة للتسديد
علما أن تم قبولي في ماجستير MWS و قمت بتسلبم أوراقي في مركز
BIT 
رقم الطالب 94242     "
20,634a8edccdf19929c5b9b9a5,6," عند ظهور كلمة registered هذا يعني أنك مسجل وبإمكانك تسليم أوراقك لمركز
النفاذ  ",,"      
انا الطالب سامر داود هندوش رقم ال ID ٩٤٢٦٩ تغير وضع الملف إلى Active ما
الذي سوف افعله الان هذا الوضع    "
21,634a8edccdf19929c5b9b9ae,3,"  المفاضلة المقبلة بالشهر الثالث.. التسجيل يتم الكترونيا عبر الموقع 
الأوراق المطلوبة هي صورة الشهادة, صورة الهوية, صورة شخصية 
لتفاصيل أوسع يجب متابعة موقع الجامعة 
www.svuonline.org <http www.svuonline.org>   ",," عالرد السريع. في حال رغبتي بالتقديم على ماجستير اداره الاعمال
فهل هناك شخص محدد للتواصل معه للرد عاسالتي حول الاوراق المطلوبه وموعد
التقديم وكيفيه الدراسه؟ 
لكم جزيل الشكر "
22,634a8edccdf19929c5b9b9b4,6," https svuonline.org/ar/%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A9%20%D
9%81%D9%8A%20%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A9 
https svuonline.org/sites/default/files/pr/Guide_F17.pdf
<https svuonline.org/sites/default/files/pr/Guide_F17.pdf> 
يرجى تصفح الرابطين التاليين لمعرفة كل التفاصيل عن الجامعة  ",,"       ورحمة الله ,
انا حصلت على شهادة البكالوريا العلمي لعام 2011 بمجموع 196 من اصل 290 مع
مادة التربية الدينية .
وانا اعيش في المانيا واريد الاستفسار عن الاقسام والاختصاصات المتواجدة
لديكم مع التكاليف لكل اختصاص مع ذكر سنوات الدراسة والاماكن المتواجدين
فيها .
انا درست سنتين بمعهد التقاني الهندسي قسم مساحة ولكن لم اتخرج بسبب الظروف
الراهنة . مقدما لكم .       "
23,634a8edccdf19929c5b9b9c0,31,"  يرجى التواصل مع منسق برنامج ال tic على العنوان التالي:
tic_coor@svuonline.org <mailto:tic_coor@svuonline.org>   ",,"      اسمي الثلاثي محمد وائل محمد سامر السيد 
انقبلت بالمفاضلة البرنامج Tic ومقيم بالمانيا 
وحتى اليوم عرفت انو لازم ارسل وراقي لمركز نفاذ في سوريا حصرا المشكلة انو
البريد من المانيا لسوريا بياخود وقت كتير و انا ما معي غير مهلة يومين
لتسليم الاوراق  و لكم جزيل الاحترام 
Alsayed     "
24,634a8edccdf19929c5b9b9c4,6," ماجستير MWS هو الماجستير الأكاديمي الذي يمكنك بعده متابعة
الدكتوراه  ",,"      الساده المحترمين,
	اي الماجسترات تاهل الطالب لدراسة الدكتوراة.
	ماجستير التأهيل والتخصص في MWT MWT
	<https svuonline.org/ar/MWT> ماجستير التأهيل والتخصص في إدارة
التقانة PMTM
	<https svuonline.org/ar/PMTM> ماجستير التأهيل والتخصص في ضبط
MIQ MIQ
	<https svuonline.org/ar/MIQ> ماجستير الدراسات العليا في علوم
الويب MWS <https svuonline.org/ar/MWS> 
	ماجستير التأهيل والتخصص في MBA MB
<https svuonline.org/ar/MBA> A حسام        "
25,634a8edccdf19929c5b9b9c8,4, يرجى التواصل مع منسق البرنامج الخاص بك لمتابعة وضعك ,,"     أغيد الجلاد
ال id 97652
قمت بدفع قسط التسجيل لكن لم يتم تحديث بياناتي في البروفايل   "
26,634a8edccdf19929c5b9b9d2,21," عند فتح باب التسجيل يتم تنزيل المحاور المطلوبة للدراسة بالنسبة لامتحان
القبول  ",,"      وماذا عن اختبارات القبول ؟
يكون اختبار باسئلة عامة أم بالاختصاص الذي سوف أسجله 2018-02-07 10:49 GMT+02:00 info <info@svuonline.org عند فتح التسجيل على المفاضلة يتم تنزيل نماذج لامتحان اللغة
يجب الحصول على درجة 60 من 100 كحد أدنى كشرط للتأهل لامتحان القبول      "
27,634a8edccdf19929c5b9b9d3,4, يرجى التواصل مع منسق البرنامج الخاص بك  ,,"      حضرة الدكتور المحترم انا طالب فصل تخرج ولم يتبقى لدي الا 8 مواد ولكن يوجد مادة انا راسب فيها ولم يتم وضعها لكي اسجل عليها وادفع ثمنها وهي fam505
ahmad_63503 بالسرعة القصوى لانه لم يتبقى سوى يوم وينتهي التسجيل       "
28,634a8edccdf19929c5b9b9da,35," حسب المعدل والاختصاص 
يرجى تصفح دليل قبول الطالب 
https svuonline.org/sites/default/files/pr/Guide_F17.pdf
<https svuonline.org/sites/default/files/pr/Guide_F17.pdf>  ",, ثانوية صناعية  
29,634a8edccdf19929c5b9b9db,35,"   لا يوجد هذا الاختصاص يرجى تصفح الرابط التالي لمعرفة الاختصاصات الموجودة بالجامعة
https svuonline.org/ar/%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A9%20%D
9%81%D9%8A%20%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A9
<https svuonline.org/ar/%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A9%20%
D9%81%D9%8A%20%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A9>    ",,"         مساء الخيرلو سمحت بدي أعرف إذا في اختصاص ترجمة وتعريب واذا في كمان ماجستير طرائق التدريس لشهادة الترجمة تعليم
مفتوح اختصاص انكليزي         "
30,634a8edccdf19929c5b9b9e2,21,"    يتم القبول على أساس معدل التخرج النهائي بالجامعة بالإضافة لاختبارات
القبول الخاصة ولا يمكنك التسجيل في حال لم تكون متخرج     ",,"      
انا طالب على وشك التخرج من الجامعة العربيه الدوليه معدلي التراكمي ٢.٨٢ ٤
الفحص الوطني الذي يحدد تخرجي رسميا من الممكن أن يكون صدور المفاضله
العامه لدراسه الماجستير لديكم، (لذلك اود الاستفسار عن امكانيه تسجيلي في
المفاضله العامه لماجستير علوم الوب و أن ما ستكون فرصه قبولي عاليه ام
منخفضه اعتمادا على معدلي التراكمي).       "
31,634a8edccdf19929c5b9b9ec,6,  لا يمكنك إكمال موادك كونك لست طالب  ,,"         ورحمة الله وبركاته أخي انا حاليا ب المانيا و ماكملت دراستي ( ادب عربي ) . ناقصني فقط
مادتين .
السؤال بي مجال أكمل هذول المادتين السورية ب
ألمانيا .
و ألكم ألف شكر Description: Image removed by sender.
<https www.avast.com/sig-email?utm_medium=email&utm_source=link&utm_ca
mpaign=sig-email&utm_content=webmail&utm_term=icon> 
Virus-free. www.avast.com
<https www.avast.com/sig-email?utm_medium=email&utm_source=link&utm_ca
mpaign=sig-email&utm_content=webmail&utm_term=link>          "
32,634a8edccdf19929c5b9b9f0,13,"   التسجيل على المفاضلة بالشهر الثالث وتقديم اختبارات القبول يتم خلال الشهر
الثالث والرابع نتيجة المفاضلة تصدر بالشهر الخامس تقريبا
بإمكانك التسجيل الالكتروني على المفاضلة أن تحصل على مصدقة تأجيل شرطي
لمدة شهرين ريثما تصدر النتيجة    ",,"    يسمح لي بتقديم الامتحان
الاسم نوار الحمصي
1-طلبي هو كيفية الحصول على تأجيل خدمة العلم، ريثما اقوم بتقديمي للامتحان
في الشهر الخامس""على حسب معلوماتي"" 
للعلم بان فترة تاجيلي لخدمة العلم تنتهي 15/3
2-إن كانت معلومتي بان الامتحان في الشهر الخامس بتحديد مستوى اللغة
الانكليزية،  لقراءة الرسالة دمتم بخير
نوار الحمصي    "
33,634a8edccdf19929c5b9b9f2,5," اختبارات القبول تتم التسجيل على المفاضلة 
خلال الشهر الثالث والرابع تقريبا
يرجى متابعة الموقع لمعرفة العناوين بالتفصيل ",,من الـ iPhone الخاص بي
34,634a8edccdf19929c5b9b9fd,25,   يرجى إرسال ايميل بهذا الخصوص إلى منسق البرنامج الخاص بك    ,,  انا IDتبعي هو WEDAD_79660 وعندي 9 مواد وانا فصل تخرج ومو فاتحين لي غير 4 مواد ياريت تفتحولي المواد كلها مع مالمستوى 4 و5 انكليزي  
35,634a8edccdf19929c5b9ba02,38,    الرجاء إعادة إرسال الايميل إلى المنسق مرة أخرى حيث سيتم تفريغ صندوق البريد الخاص بهم     ,,"       عمأبعت هالرسالة إلى منسق برنامج MIQ ومن يومين البريد الخاص بالمنسق ممتلئ راسلت مدير البرنامج بدون رد لهلق ومانحلت المشكلة ياريت تتصلو فيهمو وتخبروهم يحلو هالمشكلة منشان نقدر نبعت استفساراتنا ويحلولنامشاكلنا
قبل انتهاء ممدة التسيجل   "
36,634a8edccdf19929c5b9ba11,11,   لا يوجد أدب انكليزي   ,,"     ؟؟؟؟؟؟؟؟؟؟؟؟؟
2018-03-08 14:02 GMT-05:00 saeer abdallah <saeerblogger@gmail.com عندي ابن عمي مستنفذ ادب انكليزي من جامعة تشرين فيه بسجل عشهادة البكالوريا وبتعطوه مصدقة تأجيل؟؟؟؟؟     "
37,634a8edccdf19929c5b9ba1c,6,عن طريق حساب جديد ويجب إعادة الاختبارات مرة أخرى ,,"      أنا أسمي عمار صبوح 
اسم المستخدم :ammar_95255
وتقدمت لمفاضلة الخريف لكن للأسف ما طلعلي الماستر (MBA)
هلق بدي ارجع اتقدم علي مفاضلة الربيع 
لازم أرجع أعمل فحص اللغة مرة تانية ؟
و في طريقة سجل من نفس حسابي او لازم أعمل حساب جديد    "
38,634a8edccdf19929c5b9ba21,6,الصور التي تحوي وجهين يجب تحميل الوجهين !!,,"    قمت بتسجيل لطالب جديد وصلت حتى تحميل صور الشهادة و الصورة الشخصية..لم
يتم تحميلها لكبر حجمها..
بعدها ضغطت الصور و أعدت المحاولة من جديد..
اقوم بإدخال الرقم الوطني لا يسمح لي الموقع بالطلب
قمت بتغيير اخر رقم من الرقم الوطني لأستطيع إكمال البيانات
.
.
.
#سؤال؟ الصور يجب أن تكون على الوجهين بصورة واحدة أم يكفي وجه واحد،،،
مثال ""الهوية""    "
39,634a8edccdf19929c5b9ba26,6,أي أنه غير متوجب عليك إجراء الخدمة العسكرية ,,"  في حالة الخدمة العسكرية ما المقصود ب ""منتهي"" ؟  "
40,634a8edccdf19929c5b9ba2b,18," التواصل مع قسم شؤون الطلاب حصرا عن طريق الايميل ولا يوجد تحويل لقسم شؤون
الطلاب ",,"            الساده المعنيين
لماذا لا يتم الرد على الهاتف من قبل شؤون الطلاب (تحويلة 4)
كما أن كافة ارقام الهاتف الخاصة بموظفي الجامعة خاطئة (المذكورة على
الموقع)
احاول التواصل مع الانسة رهف منسقة برنامج ماجستير ادارة MIQ منذ عدة
ايام وذلك بسبب التسجيل لكن دون رد من قبلها
كما أن الرقم الخاص بها (21499543) الموجود على موقع الجامعة غير صحيح للضرورة بسبب نفاذ الوقت الخاص بالتسجيل لهذا الفصل      "
41,634a8edccdf19929c5b9ba37,6, لم يتم فتح هذا الماجستير حاليا.. ربما لاحقا ,,مرسلمن هاتف Samsung Galaxy الذكي.
42,634a8edccdf19929c5b9ba3b,39,"تم تمديد فترة الدفع بسبب المشكلة الحاصلة
يرجى المحاولة مجددا",,"   لدي مشكلة في تحويل قسط الجامعة من بطاقة المصرف ، كلما أدخل رقم المعرف تتوقف عملية الدفع ولحد هذا التاريخ لا تزال المشكلة قائمة نور ديوب
nour_86500   "
43,634a8edccdf19929c5b9ba44,1,يجب التسجيل مجددا وإنشاء حساب جديد,,ماسجلت، بضل مقبول ع هي المفاضلة لما بدي ارجع سجل من جديد
44,634a8edccdf19929c5b9ba45,11,  لا يوجد ضرورة لهذه الوثيقة.. بإمكانك تحميل أي صورة مكانها  ,,"        ينقصني الان فقط وثيقة الاعتراف بالجامعة
لقد بحثت كثيرا في موقع وزارة التعليم العالي ولم اجدها
ارجوكم ساعدوني قبل انتهاء التسجيل    "
45,634a8edccdf19929c5b9ba48,6,  الأعزاء نرجو الاطلاع ومع الشكر   ,,"استاذي هذه صورة الرمز القديم وحاولت ادخال الرقم الوطني عدة مرات ولم
يصلني شيء"
46,634a8edccdf19929c5b9ba4f,6, وشكرا ,,"         MY ID is 100799
طلب مني بصفحة التسجيل وثيقة تخرج بدل كشف علامات علماً أن الوثيقة المرسلة
تضم وثيقة التخرج مع كشف 
العلامات مع وثيقة تثبت أن ترتيبي هو الأول .
ملاحظة:
عند اختيار أسم معهدي /معهد متوسط صناعي كهرباء/ لا يظهر في الرغبات أي
خيار مع العلم أن أسم المعهد قد تغير من المعهد الصناعي الأول إلى المعهد
التقاني اختصاص تقنيات كهربائية تابع لوزارة التربية وعند سؤالي عن سبب
هذه المشكلة أثناء محاضرة فعالية اليوم المفتوح للتعريف السورية بفندق أمية أشار المسؤول إلى أنه يمكنني التسجيل بأسم
أي معهد مقبول وستعرض أوراقي على مجلس الجامعة للبحث في موضوع القبول. لأن
معهدي حالياً غير مقبول علماً أنني الأول على دفعتي وقد أرفقت مع
أورقي الثبوتية وثيقة ترتيبي في المعهد          "
47,634a8edccdf19929c5b9ba52,29, يرجى التواصل مع منسق البرنامج الذي كنت تدرسه ,,"     ورحمة الله وبركاته اعزائي، انا اسمي علي الحويجة كنت طالب
عندكم في 2015بس للاسف ماقدرت اتبع، وانا الحين بااروبا سؤالي هلق استطيع
احصل على اثبات او اوراق تثبت اني كنت ادرس بجامعة الإفتراضية السورية      "
48,634a8edccdf19929c5b9ba62,39, يوجد لديك مهلة يومان للدفع ,,"         
عندي أستفسار أنا سجلت على المفاضلة الخاصة بالماجستير و اليوم
نزلت على البنك عملت بطاقة حتى أدفع رسوم التسجيل على أمتحان اللغة و
أمتحان الجيمات ولما رحت أدفع لقيت أنو لحساب بعده مو مفعل و اليوم هو أخر
يوم للتسجيل بالمفاضلة في مشكلة إذا تأخرت بالدفع لبكراعلماً أني مسجل
بالمفاضل بشكل صحيح وله يلغى تسجيل بالمفاضلة طارق يوسفان         "
49,634a8edccdf19929c5b9ba63,6,    الأعزاء   ,,"           
أنا طالب من اللاذقية سجلت ودفعت رسوم الامتحان وانوي
التسجيل في الماجستير لكن حتى استطيع الذهاب لامتحان القبول في المراكز
احتاج لامصدقة تاجيل لخدمة العلم.
مع العلم أنني قد اعلمت مركز نفاذ اللاذقية بالمشكلة و هم من نصحوني بارسال
الايميل لكم والرجاء الرد في أقرب وقت.
الاسم: محمد بشار طلال ماشطة
التولد: 1994
Description: Image removed by sender.
<https www.avast.com/sig-email?utm_medium=email&utm_source=link&utm_ca
mpaign=sig-email&utm_content=webmail&utm_term=icon> 
Virus-free. www.avast.com
<https www.avast.com/sig-email?utm_medium=email&utm_source=link&utm_ca
mpaign=sig-email&utm_content=webmail&utm_term=link>            "
50,634a8edccdf19929c5b9ba66,6,    الأعزاء   ,,"   عند تسديد رسوم التسجيل للماجستير
لما اختار الدفع ومن بعدها المصرف التجاري بيطلعلي هيك كما في الصورة    "
51,634a8edccdf19929c5b9ba67,22,يرجى متابعة موقع الجامعة لمعرقة المواعيد,,"    
اود السؤال عن موعد التسجيل على الصفوف ومتى تبدأ المحاضرات البرنامج MWT
للفصل F17   "
52,634a8edccdf19929c5b9ba6b,1,يحق لك التسجيل على الاجازة الجامعية ,,"     
اود الاستفسار عن التتسجيل في ماجستير ادارة الاعمال علما اني سبق وحصلت
على شهادة الماجستير في قانون الأعمال وهو ( ماجستتير مهني ) من جامعة
دمشق فهل يحق لي التتسجيل في برنامج ادارة الاعمال في الجامعة الافتتراضية مع أطيب التمنيات بالنجاح والتوفيق     "
53,634a8edccdf19929c5b9ba6c,3,صورة عن الشهادة صورة عن الهوية صورة شخصية,,الاوراق المطلوبة
54,634a8edccdf19929c5b9ba6f,6,    الأعزاء   ,," الطالب محمد علي وردة مستجد 
قدمت على المفاضلة وتمت العملية بنجاخ وتم ارسال الكود والرقم الجامعي
ولكن الايميل لا يعمل (فشل تسجيل دخول ) "
55,634a8edccdf19929c5b9ba70,1,نعم اتممت التسجيل,,    لقد قمت بتسجيل على جامعه فرع BMC عن طريق الموقع واتممت الخطوات إلى أن تم طلب مني طباعه ورقه معلومات فهل أكون قد اتمتت عمليه تسجيل ؟؟    
56,634a8edccdf19929c5b9ba71,6,    الأعزاء   ,,"    لقد قمت بالتسجيل وبتحميل صورة الهوية الشخصية بشكل واضح
وعلى الجهتين مرتان ومازالت الملاحظة هذه موجودة     "
57,634a8edccdf19929c5b9ba72,1,اليوم اخر يوم للتسجيل,,الْيَوْمَ في تسجيل??
58,634a8edccdf19929c5b9ba73,6,    الأعزاء   ,,"    قمت بالتسجيل بمفاضلة الربيع وعند طباعة طلب القبول يظهر المبلغ 0 يورو كما
يظهر في الصورة الملحقة مع التحيات
يحيى جبارة    "
