,id,intent,answer,question,email
10,6342db6d3d103704ca39defa,27,"  يحق لطلاب الثانوية الفرع الأدبي التقدم على برنامجي BL أو BMC
بشرط أن يكون معدلهم في الشهادة الثانوية 50% وما فوق 
   ", ماذا يحق التسجيل لطلاب الادبي ؟,"          أريد أن اسألكم اين ممكن أن اجد ماذا يحق التسجيل لطلاب الادبي ؟  
اسأل بالنيابة عن اختي إذا ممكن ارسال لينك   و   سلفا.        "
11,6342db6d3d103704ca39defa,27,"  يحق لطلاب الثانوية الفرع الأدبي التقدم على برنامجي BL أو BMC
بشرط أن يكون معدلهم في الشهادة الثانوية 50% وما فوق 
   ", ممكن أن اجد ماذا يحق التسجيل لطلاب الادبي ؟,"          أريد أن اسألكم اين ممكن أن اجد ماذا يحق التسجيل لطلاب الادبي ؟  
اسأل بالنيابة عن اختي إذا ممكن ارسال لينك   و   سلفا.        "
12,6342db6d3d103704ca39defa,27,"  يحق لطلاب الثانوية الفرع الأدبي التقدم على برنامجي BL أو BMC
بشرط أن يكون معدلهم في الشهادة الثانوية 50% وما فوق 
   ", ممكن ارسال لينك   و   سلفا.,"          أريد أن اسألكم اين ممكن أن اجد ماذا يحق التسجيل لطلاب الادبي ؟  
اسأل بالنيابة عن اختي إذا ممكن ارسال لينك   و   سلفا.        "
13,6342db6d3d103704ca39defd,18,"    : 
يوجد على موقع الجامعة نموذج لاسئلة اللغة الانكليزية .. أما بالنسبة
لامتحان التخصص فهو امتحان g math ويوجد على الموقع العناوين الرئيسية
المطلوبة للدراسة.
هذه النماذج والعناوين تصدر عادة قبل موعد الامتحان ببضعة أيام 
     ", هل هناك أية نماذج عن فحص اللغة الانكليزية ,"       .. هل هناك أية نماذج عن فحص اللغة الانكليزية ، والفحص
المعياري؟ نماذج نأخذ من خلالها فكرة عن كيفية الاسئلة؟
وفي حال اردت أن اقدم على ماجستير في MIQ هل هناك أي منهاج ندرس منه أو
ما هي المعلومات المطلوبة للفحص المعياري؟ ماذا تتضمن؟
  على استفساراتي        "
14,6342db6d3d103704ca39defd,18,"    : 
يوجد على موقع الجامعة نموذج لاسئلة اللغة الانكليزية .. أما بالنسبة
لامتحان التخصص فهو امتحان g math ويوجد على الموقع العناوين الرئيسية
المطلوبة للدراسة.
هذه النماذج والعناوين تصدر عادة قبل موعد الامتحان ببضعة أيام 
     ", هل هناك أي منهاج ندرس منه أو ما هي المعلومات المطلوبة للفحص المعياري؟,"       .. هل هناك أية نماذج عن فحص اللغة الانكليزية ، والفحص
المعياري؟ نماذج نأخذ من خلالها فكرة عن كيفية الاسئلة؟
وفي حال اردت أن اقدم على ماجستير في MIQ هل هناك أي منهاج ندرس منه أو
ما هي المعلومات المطلوبة للفحص المعياري؟ ماذا تتضمن؟
  على استفساراتي        "
15,6342db6d3d103704ca39defd,18,"    : 
يوجد على موقع الجامعة نموذج لاسئلة اللغة الانكليزية .. أما بالنسبة
لامتحان التخصص فهو امتحان g math ويوجد على الموقع العناوين الرئيسية
المطلوبة للدراسة.
هذه النماذج والعناوين تصدر عادة قبل موعد الامتحان ببضعة أيام 
     ", ماذا تتضمن؟,"       .. هل هناك أية نماذج عن فحص اللغة الانكليزية ، والفحص
المعياري؟ نماذج نأخذ من خلالها فكرة عن كيفية الاسئلة؟
وفي حال اردت أن اقدم على ماجستير في MIQ هل هناك أي منهاج ندرس منه أو
ما هي المعلومات المطلوبة للفحص المعياري؟ ماذا تتضمن؟
  على استفساراتي        "
16,6342db6d3d103704ca39defd,18,"    : 
يوجد على موقع الجامعة نموذج لاسئلة اللغة الانكليزية .. أما بالنسبة
لامتحان التخصص فهو امتحان g math ويوجد على الموقع العناوين الرئيسية
المطلوبة للدراسة.
هذه النماذج والعناوين تصدر عادة قبل موعد الامتحان ببضعة أيام 
     ", ما هي المعلومات المطلوبة للفحص المعياري؟,"       .. هل هناك أية نماذج عن فحص اللغة الانكليزية ، والفحص
المعياري؟ نماذج نأخذ من خلالها فكرة عن كيفية الاسئلة؟
وفي حال اردت أن اقدم على ماجستير في MIQ هل هناك أي منهاج ندرس منه أو
ما هي المعلومات المطلوبة للفحص المعياري؟ ماذا تتضمن؟
  على استفساراتي        "
17,6342db6d3d103704ca39df00,17," شهادتك بحاجة لتعديل أولا كونها غير سورية.. 
https:  svuonline.org ar node 29 <https:  svuonline.org ar node 29> 
يرجى تصفح الرابط التالي لمعرفة كل التفاصيل 
المفاضلة المقبلة بالشهر الثالث ", ومتى اقرب وقت لتسجيل و    لكم  تم الإرسال من البريد ,"      أود تسجيل هندسة معلوماتية علما باني درست الثانوية في مصر قسم العلمي
سؤالي ماهي تكاليف دراسية وكيف يمكنني اعادل شهادتي لكي أقوم بتسجيل في
جامعة ومتى اقرب وقت لتسجيل و    لكم 
تم الإرسال من البريد <https:  go.microsoft.com fwlink ?LinkId=550986>
لـ Windows 10
تم الإرسال من البريد <https:  go.microsoft.com fwlink ?LinkId=550986>
لـ Windows 10      "
18,6342db6d3d103704ca39df00,17," شهادتك بحاجة لتعديل أولا كونها غير سورية.. 
https:  svuonline.org ar node 29 <https:  svuonline.org ar node 29> 
يرجى تصفح الرابط التالي لمعرفة كل التفاصيل 
المفاضلة المقبلة بالشهر الثالث ", وكيف يمكنني اعادل شهادتي لكي أقوم بتسجيل في جامعة ومتى اقرب وقت لتسجيل و    لكم  تم الإرسال من البريد ,"      أود تسجيل هندسة معلوماتية علما باني درست الثانوية في مصر قسم العلمي
سؤالي ماهي تكاليف دراسية وكيف يمكنني اعادل شهادتي لكي أقوم بتسجيل في
جامعة ومتى اقرب وقت لتسجيل و    لكم 
تم الإرسال من البريد <https:  go.microsoft.com fwlink ?LinkId=550986>
لـ Windows 10
تم الإرسال من البريد <https:  go.microsoft.com fwlink ?LinkId=550986>
لـ Windows 10      "
19,6342db6d3d103704ca39df00,17," شهادتك بحاجة لتعديل أولا كونها غير سورية.. 
https:  svuonline.org ar node 29 <https:  svuonline.org ar node 29> 
يرجى تصفح الرابط التالي لمعرفة كل التفاصيل 
المفاضلة المقبلة بالشهر الثالث ", ماهي تكاليف دراسية وكيف يمكنني اعادل شهادتي لكي أقوم بتسجيل في جامعة ومتى اقرب وقت لتسجيل و    لكم  تم الإرسال من البريد ,"      أود تسجيل هندسة معلوماتية علما باني درست الثانوية في مصر قسم العلمي
سؤالي ماهي تكاليف دراسية وكيف يمكنني اعادل شهادتي لكي أقوم بتسجيل في
جامعة ومتى اقرب وقت لتسجيل و    لكم 
تم الإرسال من البريد <https:  go.microsoft.com fwlink ?LinkId=550986>
لـ Windows 10
تم الإرسال من البريد <https:  go.microsoft.com fwlink ?LinkId=550986>
لـ Windows 10      "
20,6342db6d3d103704ca39df01,53," يجب التواصل مع منسق البرنامج الذي قمت بالتسجيل عليه عن طريق إرسال ايميل
من خلال العناوين الواردة على الموقع ضمن اتصل بنا ومن ثم الاتصال بالجامعة
لمعرفة كل هذه التفاصيل  ", هل من الممكن ايقاف التسجيل   إعلان نتائج المفاضلة وكم المدة يسمح بذلك وهل هناك دفع رسوم لذلك.,"        
  عندي كم سؤال احتاج إلى توضيح لهم :
1 هل من الممكن ايقاف التسجيل   إعلان نتائج المفاضلة وكم المدة يسمح
بذلك وهل هناك دفع رسوم لذلك. 
2 السؤال الثاني :هل في حال الرسوب في مادة من مواد الماستر هل سيعيد دفع
رسوم تلك المادة مع احتساب حسم النقابة. 
3 السؤال الثالث :هل سيكون الدفع الفصلي حسب عدد المواد أم الدفع لكل
المواد دفعة واحدة.       "
21,6342db6d3d103704ca39df01,53," يجب التواصل مع منسق البرنامج الذي قمت بالتسجيل عليه عن طريق إرسال ايميل
من خلال العناوين الواردة على الموقع ضمن اتصل بنا ومن ثم الاتصال بالجامعة
لمعرفة كل هذه التفاصيل  ",:هل في حال الرسوب في مادة من مواد الماستر هل سيعيد دفع رسوم تلك المادة مع احتساب حسم النقابة.,"        
  عندي كم سؤال احتاج إلى توضيح لهم :
1 هل من الممكن ايقاف التسجيل   إعلان نتائج المفاضلة وكم المدة يسمح
بذلك وهل هناك دفع رسوم لذلك. 
2 السؤال الثاني :هل في حال الرسوب في مادة من مواد الماستر هل سيعيد دفع
رسوم تلك المادة مع احتساب حسم النقابة. 
3 السؤال الثالث :هل سيكون الدفع الفصلي حسب عدد المواد أم الدفع لكل
المواد دفعة واحدة.       "
22,6342db6d3d103704ca39df01,53," يجب التواصل مع منسق البرنامج الذي قمت بالتسجيل عليه عن طريق إرسال ايميل
من خلال العناوين الواردة على الموقع ضمن اتصل بنا ومن ثم الاتصال بالجامعة
لمعرفة كل هذه التفاصيل  ",:هل سيكون الدفع الفصلي حسب عدد المواد أم الدفع لكل المواد دفعة واحدة.,"        
  عندي كم سؤال احتاج إلى توضيح لهم :
1 هل من الممكن ايقاف التسجيل   إعلان نتائج المفاضلة وكم المدة يسمح
بذلك وهل هناك دفع رسوم لذلك. 
2 السؤال الثاني :هل في حال الرسوب في مادة من مواد الماستر هل سيعيد دفع
رسوم تلك المادة مع احتساب حسم النقابة. 
3 السؤال الثالث :هل سيكون الدفع الفصلي حسب عدد المواد أم الدفع لكل
المواد دفعة واحدة.       "
23,6342db6d3d103704ca39df01,53," يجب التواصل مع منسق البرنامج الذي قمت بالتسجيل عليه عن طريق إرسال ايميل
من خلال العناوين الواردة على الموقع ضمن اتصل بنا ومن ثم الاتصال بالجامعة
لمعرفة كل هذه التفاصيل  ", وهل هناك دفع رسوم لذلك.,"        
  عندي كم سؤال احتاج إلى توضيح لهم :
1 هل من الممكن ايقاف التسجيل   إعلان نتائج المفاضلة وكم المدة يسمح
بذلك وهل هناك دفع رسوم لذلك. 
2 السؤال الثاني :هل في حال الرسوب في مادة من مواد الماستر هل سيعيد دفع
رسوم تلك المادة مع احتساب حسم النقابة. 
3 السؤال الثالث :هل سيكون الدفع الفصلي حسب عدد المواد أم الدفع لكل
المواد دفعة واحدة.       "
24,6342db6d3d103704ca39df01,53," يجب التواصل مع منسق البرنامج الذي قمت بالتسجيل عليه عن طريق إرسال ايميل
من خلال العناوين الواردة على الموقع ضمن اتصل بنا ومن ثم الاتصال بالجامعة
لمعرفة كل هذه التفاصيل  ", كم سؤال احتاج إلى توضيح لهم ,"        
  عندي كم سؤال احتاج إلى توضيح لهم :
1 هل من الممكن ايقاف التسجيل   إعلان نتائج المفاضلة وكم المدة يسمح
بذلك وهل هناك دفع رسوم لذلك. 
2 السؤال الثاني :هل في حال الرسوب في مادة من مواد الماستر هل سيعيد دفع
رسوم تلك المادة مع احتساب حسم النقابة. 
3 السؤال الثالث :هل سيكون الدفع الفصلي حسب عدد المواد أم الدفع لكل
المواد دفعة واحدة.       "
25,6342db6d3d103704ca39df02,21, عند القبول تظهر كلمة registered في حسابك الشخصي.. بإمكانك الاطلاع عليها ,.الرجاء فقط إعلامي بالقبول و     ,  تم التعديل....الرجاء فقط إعلامي بالقبول و     
26,6342db6d3d103704ca39df04,43,"     أي شخص بإمكانه تسليم الأوراق ويجب إحضار وثيقة نقابة المعلمين مع الأوراق
بالإضافة لإرسالها ايميل إلى منسق البرنامج الذي قمت بالتسجيل عليه. 
صورة الهوية السورية كافية
بالنسبة لباقي الخطوات يجب متابعة إعل ت الموقع حيث ستصدر إعل ت
متتالية للخطوات المقبلة التي يجب اتباعها      ", هل يمكن أن يسل,"                
أنا أحد المقبولين بماستر PMTM لفصل خريف 2017
الاسم محمد مجد محمد أيمن الفياض
الرقم الجامعي (ID)
95435
لدي بعض الأسئلة:
1) هل يمكن أن يسلّم الأوراق أحد أقربائي (والدي مثلاً) إلى احدى مراكز
النفاذ المخصصة لتسليم الوثائق الورقية أم يجب علي الحضور شخصياً؟
2) في عملية التقدم إلى المفاضلة لم أقم بتحميل ورقة انتساب والدي لنقابة
المعلمين   هل يمكن تقديمها مع الوثائق ؟
3) بالنسبة لـبند  صـورة عـن البطاقـة الشـخصيـة (هـويــة   جـواز سـفر 
إخـراج قيــد)  
أنا عربي سوري ومقيم في دمشق , هل يجب أن آتي بهذه الثلاثة؟
4) هل هناك أي رسوم تدفع عند تسليم الوثائق للمركز؟
5)   تسليم الوثائق   و   حلول يوم الاثنين 15 يناير , ما هي الرسوم
الواجب علي دفعها للمصرف التجاري؟
وهل   دفعها فوراً (  بضع ساعات) أستطيع أن أقوم بعملية التسجيل
الالكتروني؟
6) ما هي المواد التي علي اختياريها في الفصل الأول؟ هل أختراها أنا أم هي
ثابتة لا مجال فيها للاختيار
  لسعة صدركم               "
27,6342db6d3d103704ca39df04,43,"     أي شخص بإمكانه تسليم الأوراق ويجب إحضار وثيقة نقابة المعلمين مع الأوراق
بالإضافة لإرسالها ايميل إلى منسق البرنامج الذي قمت بالتسجيل عليه. 
صورة الهوية السورية كافية
بالنسبة لباقي الخطوات يجب متابعة إعل ت الموقع حيث ستصدر إعل ت
متتالية للخطوات المقبلة التي يجب اتباعها      ", هل يمكن تقديمها مع الوثائق ؟,"                
أنا أحد المقبولين بماستر PMTM لفصل خريف 2017
الاسم محمد مجد محمد أيمن الفياض
الرقم الجامعي (ID)
95435
لدي بعض الأسئلة:
1) هل يمكن أن يسلّم الأوراق أحد أقربائي (والدي مثلاً) إلى احدى مراكز
النفاذ المخصصة لتسليم الوثائق الورقية أم يجب علي الحضور شخصياً؟
2) في عملية التقدم إلى المفاضلة لم أقم بتحميل ورقة انتساب والدي لنقابة
المعلمين   هل يمكن تقديمها مع الوثائق ؟
3) بالنسبة لـبند  صـورة عـن البطاقـة الشـخصيـة (هـويــة   جـواز سـفر 
إخـراج قيــد)  
أنا عربي سوري ومقيم في دمشق , هل يجب أن آتي بهذه الثلاثة؟
4) هل هناك أي رسوم تدفع عند تسليم الوثائق للمركز؟
5)   تسليم الوثائق   و   حلول يوم الاثنين 15 يناير , ما هي الرسوم
الواجب علي دفعها للمصرف التجاري؟
وهل   دفعها فوراً (  بضع ساعات) أستطيع أن أقوم بعملية التسجيل
الالكتروني؟
6) ما هي المواد التي علي اختياريها في الفصل الأول؟ هل أختراها أنا أم هي
ثابتة لا مجال فيها للاختيار
  لسعة صدركم               "
28,6342db6d3d103704ca39df04,43,"     أي شخص بإمكانه تسليم الأوراق ويجب إحضار وثيقة نقابة المعلمين مع الأوراق
بالإضافة لإرسالها ايميل إلى منسق البرنامج الذي قمت بالتسجيل عليه. 
صورة الهوية السورية كافية
بالنسبة لباقي الخطوات يجب متابعة إعل ت الموقع حيث ستصدر إعل ت
متتالية للخطوات المقبلة التي يجب اتباعها      ", هل يجب أن آتي بهذه الثلاثة؟,"                
أنا أحد المقبولين بماستر PMTM لفصل خريف 2017
الاسم محمد مجد محمد أيمن الفياض
الرقم الجامعي (ID)
95435
لدي بعض الأسئلة:
1) هل يمكن أن يسلّم الأوراق أحد أقربائي (والدي مثلاً) إلى احدى مراكز
النفاذ المخصصة لتسليم الوثائق الورقية أم يجب علي الحضور شخصياً؟
2) في عملية التقدم إلى المفاضلة لم أقم بتحميل ورقة انتساب والدي لنقابة
المعلمين   هل يمكن تقديمها مع الوثائق ؟
3) بالنسبة لـبند  صـورة عـن البطاقـة الشـخصيـة (هـويــة   جـواز سـفر 
إخـراج قيــد)  
أنا عربي سوري ومقيم في دمشق , هل يجب أن آتي بهذه الثلاثة؟
4) هل هناك أي رسوم تدفع عند تسليم الوثائق للمركز؟
5)   تسليم الوثائق   و   حلول يوم الاثنين 15 يناير , ما هي الرسوم
الواجب علي دفعها للمصرف التجاري؟
وهل   دفعها فوراً (  بضع ساعات) أستطيع أن أقوم بعملية التسجيل
الالكتروني؟
6) ما هي المواد التي علي اختياريها في الفصل الأول؟ هل أختراها أنا أم هي
ثابتة لا مجال فيها للاختيار
  لسعة صدركم               "
29,6342db6d3d103704ca39df04,43,"     أي شخص بإمكانه تسليم الأوراق ويجب إحضار وثيقة نقابة المعلمين مع الأوراق
بالإضافة لإرسالها ايميل إلى منسق البرنامج الذي قمت بالتسجيل عليه. 
صورة الهوية السورية كافية
بالنسبة لباقي الخطوات يجب متابعة إعل ت الموقع حيث ستصدر إعل ت
متتالية للخطوات المقبلة التي يجب اتباعها      ", هل هناك أي رسوم تدفع عند تسليم الوثائق للمركز؟,"                
أنا أحد المقبولين بماستر PMTM لفصل خريف 2017
الاسم محمد مجد محمد أيمن الفياض
الرقم الجامعي (ID)
95435
لدي بعض الأسئلة:
1) هل يمكن أن يسلّم الأوراق أحد أقربائي (والدي مثلاً) إلى احدى مراكز
النفاذ المخصصة لتسليم الوثائق الورقية أم يجب علي الحضور شخصياً؟
2) في عملية التقدم إلى المفاضلة لم أقم بتحميل ورقة انتساب والدي لنقابة
المعلمين   هل يمكن تقديمها مع الوثائق ؟
3) بالنسبة لـبند  صـورة عـن البطاقـة الشـخصيـة (هـويــة   جـواز سـفر 
إخـراج قيــد)  
أنا عربي سوري ومقيم في دمشق , هل يجب أن آتي بهذه الثلاثة؟
4) هل هناك أي رسوم تدفع عند تسليم الوثائق للمركز؟
5)   تسليم الوثائق   و   حلول يوم الاثنين 15 يناير , ما هي الرسوم
الواجب علي دفعها للمصرف التجاري؟
وهل   دفعها فوراً (  بضع ساعات) أستطيع أن أقوم بعملية التسجيل
الالكتروني؟
6) ما هي المواد التي علي اختياريها في الفصل الأول؟ هل أختراها أنا أم هي
ثابتة لا مجال فيها للاختيار
  لسعة صدركم               "
30,6342db6d3d103704ca39df04,43,"     أي شخص بإمكانه تسليم الأوراق ويجب إحضار وثيقة نقابة المعلمين مع الأوراق
بالإضافة لإرسالها ايميل إلى منسق البرنامج الذي قمت بالتسجيل عليه. 
صورة الهوية السورية كافية
بالنسبة لباقي الخطوات يجب متابعة إعل ت الموقع حيث ستصدر إعل ت
متتالية للخطوات المقبلة التي يجب اتباعها      ", هل أختراها أنا أم هي ثابتة لا مجال فيها للاختيار   لسعة صدركم               ,"                
أنا أحد المقبولين بماستر PMTM لفصل خريف 2017
الاسم محمد مجد محمد أيمن الفياض
الرقم الجامعي (ID)
95435
لدي بعض الأسئلة:
1) هل يمكن أن يسلّم الأوراق أحد أقربائي (والدي مثلاً) إلى احدى مراكز
النفاذ المخصصة لتسليم الوثائق الورقية أم يجب علي الحضور شخصياً؟
2) في عملية التقدم إلى المفاضلة لم أقم بتحميل ورقة انتساب والدي لنقابة
المعلمين   هل يمكن تقديمها مع الوثائق ؟
3) بالنسبة لـبند  صـورة عـن البطاقـة الشـخصيـة (هـويــة   جـواز سـفر 
إخـراج قيــد)  
أنا عربي سوري ومقيم في دمشق , هل يجب أن آتي بهذه الثلاثة؟
4) هل هناك أي رسوم تدفع عند تسليم الوثائق للمركز؟
5)   تسليم الوثائق   و   حلول يوم الاثنين 15 يناير , ما هي الرسوم
الواجب علي دفعها للمصرف التجاري؟
وهل   دفعها فوراً (  بضع ساعات) أستطيع أن أقوم بعملية التسجيل
الالكتروني؟
6) ما هي المواد التي علي اختياريها في الفصل الأول؟ هل أختراها أنا أم هي
ثابتة لا مجال فيها للاختيار
  لسعة صدركم               "
