,id,intent,answer,question,email
10,6342db6d3d103704ca39df25,49, يرجى التواصل مع منسق البرنامج الخاص بك ,,    و اخخدت 58.2 ... اعتبر راسب في المادة ... حابب اعرف إذا في قرار بيعطيني هالعلامتين و لا مافي هيك شي Dac   قدمت امتحان   
11,6342db6d3d103704ca39df26,53,"  قد يوجد مشكلة بتحميل الأوراق أو قد تكون غير واضحة.. 
يرجى إرسال ايميل بهذا الخصوص إلى منسق برنامج ISE من خلال
العناوين الواردة على الموقع ضمن اتصل بنا ومن ثم الاتصال بمنسقي البرامج   ",,"            السادة في الجامعة الافتراضيه
  في توجيهي لاتخاذ الخطوة الازمة لمعرفة عدم ظهور اسمي في
لائحة المقبولين بالهندسه المعلوماتيه
علما انه الemailالثالث لكم...وشهادتي من خارج سوريا(وقد تمت معادلة شهادة
الباكالوريا الغير السوريه)وتسليم الاوراق كاااااملة لدى الجامعة لديكم.. 
وتم ارسال user name و password ل رقمي الجوال.
 ...
و 
سماح رجب            "
12,6342db6d3d103704ca39df27,12,"يرجى متابعة الموقع بشكل مستمر حيث سيتم فتح التسجيل على المواد خلال
الفترة المقبلة",,"   السادة المحترمون :
إن الخيار المحدد بالمرفق لاتمام عملية الدفع للتسجيل وللمقررات في ماجستير
MBA MBA لخريف 2017 غير موجود لدي علماً اني سلمت الأوراق
الثبوتية في مركز المعلومات (أبو رمانة) من تاريخ 11 1 2018 .؟؟
الحساب : (ammar_98429)   "
13,6342db6d3d103704ca39df28,12,"يرجى متابعة الموقع بشكل مستمر حيث سيتم فتح التسجيل على المواد خلال
الفترة المقبلة",,"       نقبلت بالمفاضلة علوم ويب ومو طالع هاد الخيار Update
Student Registration ؟ ال ID : 94303
صورة مضمّنة 1   "
14,6342db6d3d103704ca39df30,53," يرجى التواصل مع منسق البرنامج الذي قمت بالتسجيل عليه من خلال العناوين
الواردة على الموقع ضمن اتصل بنا ومن ثم الاتصال بمنسقي البرامج ",,"      إدارة الجامعة المحترمين،
يرجى تأكيد قبولي في الجامعة لأني لم أجد اسمي في القوائم
ID:99213
إن كان الجواب نعم يرجى تحديد الأوراق المطلوب تسليمها إلى المركز.
  ً      "
15,6342db6d3d103704ca39df31,35,"يرجى المحاولة مرة أخرى حيث سيتم فتح التسجيل على المواد خلال الفترة
المقبلة",,"    طالب مقبول بال mwsرقم المعرف 95253 ما عم يتفعل تسجيل المواد عندي مع
انو راجعت المركز وقلي انو تم التفعيل  "
16,6342db6d3d103704ca39df36,21, سيتم تدقيق جميع الطلبات.. بإمكانك القدوم للجامعة إن أحببت  ,," تمام وبعرف هالشي بس في بعض رفقاتي عدلو مبارح واتدققت طلباتن مبارح وخايفة
يروح عليي التسجيل وما ينتبهو لطلبي نتيجة الضغط عالموقع
اذا نزلت عمركز النفاذ بيساعدوني؟ "
17,6342db6d3d103704ca39df37,35,تم فتح التسجيل على المواد ,,"  حبا 
الى الان لم يتم فتح التسجيل على المواد للماجستير mws !!!!
أرجو معالجة المشكلة و ش  "
18,6342db6d3d103704ca39df3c,44,"  يجب تعديل الشهادة أولا كونها غير سورية.. ومن ثم يمكنك التسجيل على
المفاضلة المقبلة بالشهر الثالث وذلك   تعديلها بحسب معايير وزارة
التعليم العالي في سورية
https:  svuonline.org ar node 29 <https:  svuonline.org ar node 29> 
يرجى تصفح الرابط التالي لمعرفة تفاصيل التعديل   ",,"      
أحمل الشهادى الجامعية المتوسطة في هندسة الاتصالات من كلية الاتصالات
والمعلومات من مدينة الرياض   المملكة العربية السعودية
  سوري الجنسية 
مسمى الشهادة هو الدبلوم العالي في هندسة الاتصالات
اود تكملة دراستي والحصول على البكالوريوس والانتساب للنقابة
تاريخ شهادتي هو 1994
أمل منكم الرد بالتفصيل و      "
19,6342db6d3d103704ca39df3f,36," يرجى التواصل مع منسق البرنامج الذي قمت بالتسجيل عليه من خلال المعلومات
الواردة على الموقع ضمن اتصل بنا ومن ثم الاتصال بمنسقي البرامج  ",,"       طلبي لسا ماتدقق لهلا وماضل وقت مشان اقدر سجل... 
مسجل عبرامج الماجستير ورقمي الجامعي 97071   "
20,6342db6d3d103704ca39df40,16," لا يمكن للطالب تسجيل على مواد الفصل الثاني في الفصل الأول.. حيث يوجد
أسبقية للمواد  ",,"         :
يرجى الاطلاع على الملف المرفق الذي يبين مشكلة تسجيل المواد التي تدور حول
عدم امكانية ازالة تسجيل مواد الفصل الثاني والابقاء على مواد الفصل الاول
( 5 مواد ) علماً أن اقصى حد للمواد المسموح التسجيل عليها 6 مواد .
user name : abdulhadi_94435
و  ...       "
21,6342db6d3d103704ca39df42,8,"   يجب تحميلها الكترونيا قبل تسليمها ورقيا لمركز النفاذ 
يرجى إرسال ايميل بالأوراق المطلوبة إلى منسق برنامج MWS على العنوان
التالي:
mws_coor@svuonline.org <mailto:mws_coor@svuonline.org>    ",,"      يعطيكن العافيه
  مسجل بمفاضله خريف 2017 بMWS mws
ومعدلي بيسمحلي سجل بس اسمي مو طالع بالنتيجه ...
رجعت رفعت الاوراق الثبوتيه بس في مشكله بزر الابديت عندي ...
بس ارفع الاشعار التخرج بيعطيني انو نجح الرفع متل مو بين بالصورة 
بس وقت عم ارجع فوت عالبروفايل ما عم لاقي الصورة مع انو الصورة مححقه
المواصفات واضحه وحجما تحت 200 كيلو ومن الصيغ المسموحه ..
صرت مجرب اكتر من ست مرات وغيرت اكتر من متصفح وغيرت اكتر من صيغة .. بس
نفس المشكله ...وبيطلع مو متل مو مبين بالصورة ....
فشو المشكله ...
بيحسن سلم الاشعار عن طريقن هون في الايميل وانتو عن طريقكن بترفعوها لمركز
التحميل ...
او بسلما ورقي لمركز النفاذ مباشرة ... 
ويعطيكن الف افيه       "
22,6342db6d3d103704ca39df44,48," يرجى التواصل مع منسق برنامج ISE عن طريق إرسال ايميل بهذا الخصوص على العنوان التالي:
ise_coor@svuonline.org  ",,"       الطالبة هيا حمزه علي و رقمي الجامعي 96840
قمت بالتقديم على المفاضله وجاءت نتيجتي لصالح فرع هندسة معلوماتيه وحملت وثيقة الحسم الخاصه بنقابه المعلمين و عندما راجعت مركز النفاذ أ خبرني الموظف أن الحسم ليس فعالا وطلب مني أن ارسالكم بهذا الخصوص راجية تفعيل الحسم و       "
23,6342db6d3d103704ca39df45,8,يجب اختيار المواد أولا ومن ثم الدفع ,,"      
قلتم لي أن التسجيل على المواد للماجستير قد تم فتحه و لكن إلى الان لم يتم
فتح التسجيل 
عندما أدخل على حسابي و اضغط على E payment لا أجد أي دفعات قابلة للتسديد
علما أن تم قبولي في ماجستير MWS و قمت بتسلبم أوراقي في مركز
BIT 
رقم الطالب 94242     "
24,6342db6d3d103704ca39df50,8," عند ظهور كلمة registered هذا يعني أنك مسجل وبإمكانك تسليم أوراقك لمركز
النفاذ  ",,"          
  الطالب سامر داود هندوش رقم ال ID ٩٤٢٦٩ تغير وضع الملف إلى Active ما
الذي سوف افعله الان   هذا الوضع 
          "
25,6342db6d3d103704ca39df57,36, يرجى التواصل مع منسق البرنامج الذي قمت بالتسجيل عليه  ,,"       
في المرفق صورة مصدقة عن وثيقة التخرج أرجو تثبيتها لديكم وازالة وضع مسجل
شرطي كي اتمكن من التسجيل على المواد علما انني قمت بتسليم الورقيات لمركز
النفاذ في محافظة حمص يوم الاثنين 15 1 2017 
مقدمة من الطالب يوسف موسى الشامي 
ID 94083     "
26,6342db6d3d103704ca39df5c,36,"  تسجيل المواد يتم   تسليم الأوراق بمركز النفاذ.. يرجى التواصل مع منسق
البرنامج الذي قمت بالتسجيل عليه عن طريق إرسال ايميل   ",,"            لما عم فوت عحاد رابط Course registration for new students
معم يطلعلي شي لحدد لمواد وهديك لمرة طلبو غير كلمة سر تبعي وهلٲ كاتبين
لازم غيرا راجائا  ردوا وكمان عندي سؤال وصل الدفع فيني صوروا علموبايل
واطبعوا لان معندي طابعة بلبيت            "
27,6342db6d3d103704ca39df5f,21," https:  svuonline.org ar %D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A9%20%D
9%81%D9%8A%20%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A9 
https:  svuonline.org sites default files pr Guide_F17.pdf
<https:  svuonline.org sites default files pr Guide_F17.pdf> 
يرجى تصفح الرابطين التاليين لمعرفة كل التفاصيل عن الجامعة  ",,"          ,
  حصلت على شهادة البكالوريا العلمي لعام 2011 بمجموع 196 من اصل 290 مع
مادة التربية الدينية .
و  اعيش في المانيا واريد الاستفسار عن الاقسام والاختصاصات المتواجدة
لديكم مع التكاليف لكل اختصاص مع ذكر سنوات الدراسة والاماكن المتواجدين
فيها .
  درست سنتين بمعهد التقاني الهندسي قسم مساحة ولكن لم اتخرج بسبب الظروف
الراهنة .
  مقدما لكم ..
    .        "
28,6342db6d3d103704ca39df61,53,    يرجى إرسال الصورة عن طريق الايميل إلى منسق البرنامج الذي قمت بالتسجيل عليه من خلال العناوين الواردة على الموقع ضمن اتصل بنا ومن ثم الاتصال بمنسقي البرامج     ,,"    أرجو مساعدة بتحميل الهوية لقد قمت بمراسلة الجامعة عدة مرات واخاف أن يتاخر تخرجي بسبب هذه الصورة تم ارفاق الصورة
كتب maria butrous في 2018 01 17 14:00:
> يرجى الانتظار فقد تأخذ بضعة أيام ريثما يتم تدقيق الطلب
>     "
29,6342db6d3d103704ca39df6b,48," يرجى التواصل مع منسق برنامج ال tic على العنوان التالي:
tic_coor@svuonline.org <mailto:tic_coor@svuonline.org>  ",,"      
 اسمي الثلاثي : محمد وائل محمد سامر السيد 
انقبلت بالمفاضلة البرنامج Tic ومقيم بالمانيا 
وحتى اليوم عرفت انو لازم ارسل وراقي لمركز نفاذ في سوريا حصرا المشكلة انو
البريد من المانيا لسوريا بياخود وقت كتير و   ما معي غير مهلة يومين
لتسليم الاوراق 
  و لكم جزيل الاحترام 
Alsayed     "
30,6342db6e3d103704ca39df6f,1," ماجستير MWS هو الماجستير الأكاديمي الذي يمكنك  ه متابعة
الدكتوراه  ",,"       	السادة   المحترمين,
	اي الماجسترات تاهل الطالب لدراسة الدكتوراة.
	ماجستير التأهيل والتخصص في تق ت الويب MWT
	<https:  svuonline.org ar MWT> ماجستير التأهيل والتخصص في إدارة
التقانة PMTM
	<https:  svuonline.org ar PMTM> ماجستير التأهيل والتخصص في ضبط
MIQ MIQ
	<https:  svuonline.org ar MIQ> ماجستير الدراسات العليا في علوم
الويب MWS <https:  svuonline.org ar MWS> 
	MBA MB
<https:  svuonline.org ar MBA> A
 
حسام       "
31,6342db6e3d103704ca39df73,49, يرجى التواصل مع منسق البرنامج الخاص بك لمتابعة وضعك ,,"      أغيد الجلاد
ال id 97652
قمت بدفع قسط التسجيل لكن لم يتم تحديث بي تي في البروفايل
  و        "
32,6342db6e3d103704ca39df78,22," بإمكانك التسجيل على دبلوم EDU وماجستير MBA
المفاضلة المقبلة بالشهر الثالث.. يرجى متابعة الموقع بشكل مستمر لمعرفة
المواعيد بالتفصيل  ",,"         
أود الاستعلام فضلاً عن نظام الدراسة التي يمكن أن يلتحق بها طالب خريج
فنون جميلة اختصاص النحت 
في الدبلوم و الماجسيتر 
  
و   
داني حسواني        "
33,6342db6e3d103704ca39df7e,49, يرجى التواصل مع منسق البرنامج الخاص بك  ,,"        
حضرة الدكتور المحترم   طالب فصل تخرج ولم يتبقى لدي الا 8 مواد ولكن يوجد مادة   راسب فيها ولم يتم وضعها لكي اسجل عليها وادفع ثمنها وهي fam505
ahmad_63503
اتمنى المساعدة بالسرعة القصوى لانه لم يتبقى سوى يوم وينتهي التسجيل       "
34,6342db6e3d103704ca39df81,49, يرجى التواصل مع منسق البرنامج الخاص بك  ,,      تقدمت لمفاضلة خريف 17 وطلب مني كشف بالعلامات للثانويه المهنيه للاتصالات وقمت بتحميل الكشف المطلوب أرجو دراسة طلبي والتحاقي بمفاضله خريف 17 وعم تاجيلي لمفاضله ربيع 18 علما   id الخاص بي هو tayseer_94332       
35,6342db6e3d103704ca39df85,51," حسب المعدل والاختصاص 
يرجى تصفح دليل قبول الطالب 
https:  svuonline.org sites default files pr Guide_F17.pdf
<https:  svuonline.org sites default files pr Guide_F17.pdf>  ",, ثانوية صناعية  
36,6342db6e3d103704ca39df92,36, يرجى التواصل مع منسق البرنامج الذي قمت بالتسجيل عليه  ,,"          لقد قمت بدفع لوصل نقدا في سوريا و  خارج سوريا لانو كان
لتحويل من خارج سوريا متوقف وع اساس انو مشي لحال وتفعل لحساب لكن ليوم لم
استطع أن اسجل ع لمواد لانه غير مفعل ومركز نفاذ دبي لايجيب ومركز السويداء
قد كان قبل اخبرني انه تم تفعيل و  لاعرف مالمشكلة ولا احد افادني
بالموضوع وليوم اخر يوم لتسجيل ع صفوف أرجو لمساعدة وتحويلي إلى القسم
المسؤول و   و قد ارفقت صورة لشاشة         "
37,6342db6e3d103704ca39df97,21,  لا يمكنك إكمال موادك كونك لست طالب   !   ,,"             وبركاته...
اخي   حاليا ب المانيا و ماكملت دراستي ( ادب عربي ) . ناقصني فقط
مادتين .
السؤال : بي مجال أكمل هذول المادتين ب  ب
ألمانيا .
و ألكم ألف شكر ...
Description: Image removed by sender.
<https:  www.avast.com sig email?utm_medium=email&utm_source=link&utm_ca
mpaign=sig email&utm_content=webmail&utm_term=icon> 
Virus free. www.avast.com
<https:  www.avast.com sig email?utm_medium=email&utm_source=link&utm_ca
mpaign=sig email&utm_content=webmail&utm_term=link>            "
38,6342db6e3d103704ca39df9b,41,"  التسجيل على المفاضلة بالشهر الثالث وتقديم اختبارات القبول يتم خلال الشهر
الثالث والرابع .. نتيجة المفاضلة تصدر بالشهر الخامس تقريبا
بإمكانك   التسجيل الالكتروني على المفاضلة أن تحصل على مصدقة تأجيل شرطي
لمدة شهرين ريثما تصدر النتيجة   ",,"      يسمح لي بتقديم الامتحان
الاسم نوار الحمصي
1 طلبي هو كيفية الحصول على تأجيل خدمة العلم، ريثما اقوم بتقديمي للامتحان
في الشهر الخامس على حسب معلوماتي  
للعلم بان فترة تاجيلي لخدمة العلم تنتهي 15 3
2 إن كانت معلومتي بان الامتحان في الشهر الخامس بتحديد مستوى اللغة
الانكليزية،  .
  لقراءة الرسالة دمتم بخير
نوار الحمصي      "
39,6342db6e3d103704ca39df9d,12," اختبارات القبول تتم   التسجيل على المفاضلة 
خلال الشهر الثالث والرابع تقريبا
يرجى متابعة الموقع لمعرفة العناوين بالتفصيل ",,من الـ iPhone الخاص بي
40,6342db6e3d103704ca39df9f,12,"سيبدأ التسجيل على المفاضلة خلال الأسبوع القادم.. يجب متابعة الموقع
باستمرار ",,"          بدي سجل عل مفاضلة تبع هاد الشهر بس عم يضل يطلع هيك بدي سجل
ماستر بل ادارة   إذا بتخبريني بموعد التقدم للمفاضلة       "
41,6342db6e3d103704ca39dfa6,12,"   التسجيل على المفاضلة يبدأ خلال الشهر الثالث و ليس بتاريخ 1 اذار !! أي أن
التسجيل لم يبدأ  
يجب متابعة الموقع باستمرار لمعرفة تفاصيل المواعيد    ",,"   لقد أرسلت لكم بريدا، وكان ردكم التالي:
 التسجيل على المفاضلة بالشهر الثالث وتقديم اختبارات القبول يتم خلال
الشهر الثالث والرابع .. نتيجة المفاضلة تصدر بالشهر الخامس تقريبا
بإمكانك   التسجيل الالكتروني على المفاضلة أن تحصل على مصدقة تأجيل شرطي
لمدة شهرين ريثما تصدر النتيجة. 
لم أجد تسجل طالب على الفاضلة المذكورة أعلاه، جديد على موقعكم الالكتروني.
أرجو منكم متمنياً بإرسال رابط التسجيل لديكم، كي أحصل على التأجيل الشرطي،
متمنياً العجلة في ذلك.
دمتم بخير...
نوار الحمصي   "
42,6342db6e3d103704ca39dfa8,9,   يرجى إرسال ايميل بهذا الخصوص إلى منسق البرنامج الخاص بك    ,,"    
  IDتبعي هو WEDAD_79660 وعندي 9 مواد و  فصل تخرج ومو فاتحين لي غير 4 مواد ياريت تفتحولي المواد كلها مع مالمستوى 4 و5 انكليزي   "
43,6342db6e3d103704ca39dfad,21,    الرجاء إعادة إرسال الايميل إلى المنسق مرة أخرى حيث سيتم تفريغ صندوق البريد الخاص بهم     ,,"          عمأبعت هالرسالة إلى منسق برنامج MIQ ومن يومين البريد الخاص بالمنسق ممتلئ راسلت مدير البرنامج بدون رد لهلق ومانحلت المشكلة ياريت تتصلو فيهمو وتخبروهم يحلو هالمشكلة منشان نقدر نبعت استفساراتنا ويحلولنامشاكلنا
قبل انتهاء ممدة التسيجل
         "
44,6342db6e3d103704ca39dfb0,35,التسجيل سيفتح خلال الساعات المقبلة ,,"        
مقدمة : الطالب أحمد ضاوي 
لقد حاولت اليوم التقدم إلى المفاضلة عبر موقعكم 
و لكن البرنامج الذي أرغب التسجيل به غير مفعل 
 
  
0935620545       "
45,6342db6e3d103704ca39dfbc,16,   لا يوجد أدب انكليزي      ,,"    ؟؟؟؟؟؟؟؟؟؟؟؟؟
2018 03 08 14:02 GMT 05:00 saeer abdallah <saeerblogger@gmail.com>:
 
عندي ابن عمي مستنفذ ادب انكليزي من جامعة تشرين فيه بسجل بالجامعة
الافتراضية عشهادة البكالوريا وبتعطوه مصدقة تأجيل؟؟؟؟؟    "
46,6342db6e3d103704ca39dfc6,51,  هذا الاختصاص غير مقبول     ,,"          
مقدمة : الطالب أحمد ضاوي 
لقد حاولت اليوم التقدم إلى المفاضلة عبر موقعكم 
و لكن البرنامج الذي أرغب التسجيل به غير مفعل 
حيث أنني خريج معهد تقاني صناعي اختصاص تقنيات كهربائية و أود التقدم الى
برنامج ترقية 
BACT
و أود متابعة تحصيلي العلمي 
  
  
2018 03 08 11:23 GMT+02:00 ahmad Dawi <ahmaddawisvu@gmail.com>:
 
مقدمة : الطالب أحمد ضاوي 
لقد حاولت اليوم التقدم إلى المفاضلة عبر موقعكم 
و لكن البرنامج الذي أرغب التسجيل به غير مفعل 
 
  
0935620545         "
47,6342db6e3d103704ca39dfc7,21,عن طريق حساب جديد ويجب إعادة الاختبارات مرة أخرى ,,"          
أنا أسمي عمار صبوح 
اسم المستخدم :ammar_95255
وتقدمت لمفاضلة الخريف لكن للأسف ما طلعلي الماستر (MBA)
هلق بدي ارجع اتقدم علي مفاضلة الربيع 
لازم أرجع أعمل فحص اللغة مرة تانية ؟
و في طريقة سجل من نفس حسابي او لازم أعمل حساب جديد ؟
 .         "
48,6342db6e3d103704ca39dfcc,21,الصور التي تحوي وجهين يجب تحميل الوجهين !!,,"    قمت بتسجيل لطالب جديد وصلت حتى تحميل صور الشهادة و الصورة الشخصية..لم
يتم تحميلها لكبر حجمها..
 ها ضغطت الصور و أعدت المحاولة من جديد..
اقوم بإدخال الرقم الوطني لا يسمح لي الموقع بالطلب
قمت بتغيير اخر رقم من الرقم الوطني لأستطيع إكمال البي ت
.
.
.
#سؤال؟ الصور يجب أن تكون على الوجهين بصورة واحدة أم يكفي وجه واحد،،،
مثال  الهوية     "
49,6342db6e3d103704ca39dfd1,21,أي أنه غير متوجب عليك إجراء الخدمة العسكرية ,," في حالة الخدمة العسكرية ..
ما المقصود ب  منتهي  ؟ "
50,6342db6e3d103704ca39dfd6,39," التواصل مع قسم شؤون الطلاب حصرا عن طريق الايميل ولا يوجد تحويل لقسم شؤون
الطلاب ",,"        Importance: High
السادة المعنيين
لماذا لا يتم الرد على الهاتف من قبل شؤون الطلاب (تحويلة 4)
كما أن كافة ارقام الهاتف الخاصة بموظفي الجامعة خاطئة (المذكورة على
الموقع)
احاول التواصل مع الانسة رهف منسقة برنامج ماجستير ادارة MIQ منذ عدة
ايام وذلك بسبب التسجيل .. لكن دون رد من قبلها
كما أن الرقم الخاص بها (21499543) الموجود على موقع الجامعة غير صحيح
  للضرورة بسبب نفاذ الوقت الخاص بالتسجيل لهذا الفصل
         "
51,6342db6e3d103704ca39dfe2,19,لم يتم فتح هذا الماجستير حاليا.. ربما لاحقا,,مرسلمن هاتف Samsung Galaxy الذكي.
52,6342db6e3d103704ca39dfe6,8,"تم تمديد فترة الدفع بسبب المشكلة الحاصلة
يرجى المحاولة مجددا",,"    ..
  لدي مشكلة في تحويل قسط الجامعة من بطاقة المصرف ، كلما أدخل رقم المعرف تتوقف عملية الدفع ولحد هذا التاريخ لا تزال المشكلة قائمة نور ديوب
nour_86500  "
53,6342db6e3d103704ca39dfec,9," يجب التواصل مع منسق البرنامج بشؤون الطلاب عن طريق إرسال ايميل بهذا
الخصوص ",,"    
أنا الطالب عبدالهادي يوسف تقدمت إلى مفاضلة الربيع S18 ماجستيرات 
وأود تعديل الرغبات 
أرجو المساعددة
 .
Description: Image removed by sender.Abdalhady youssef 
Syrian Arab Red Crescent
Finance&Admin officer
Albtiha  sub branch
Mob1: +963 958002208 
Mob2: +963 968681300 
Office Tel 1: +963 11 5897214
Office Tel 2: +963 11 5897213
Office fax: +963115897213
E mail: abdalhady.youssef@gmail.com   "
54,6342db6e3d103704ca39dfef,35,يجب التسجيل مجددا وإنشاء حساب جديد,,ماسجلت، بضل مقبول ع هي المفاضلة لما بدي ارجع سجل من جديد
55,6342db6e3d103704ca39dff0,16, لا يوجد ضرورة لهذه الوثيقة.. بإمكانك تحميل أي صورة مكانها ,,"              
ينقصني الان فقط وثيقة الاعتراف بالجامعة
لقد بحثت كثيرا في موقع وزارة التعليم العالي ولم اجدها
ارجوكم ساعدوني قبل انتهاء التسجيل
  ؟؟           "
56,6342db6e3d103704ca39dff1,9,   يجب إرسال ايميل بهذا الخصوص إلى منسق البرنامج الخاص بك    ,,"      ...
أرجو منكم تغيير المركز الامتحاني ليصبح حلب وتغيير العملة إلى الليرة
السورية كون أني أرغب في دراسة الماجستير وأنا الآن في حلب
     "
57,6342db6e3d103704ca39dff3,21,"  الأعزاء :
نرجو الاطلاع و     ",,"استاذي هذه صورة الرمز القديم وحاولت ادخال الرقم الوطني عدة مرات ولم
يصلني شيء"
58,6342db6e3d103704ca39dffa,21,     و     ,,"      MY ID is : 100799
طلب مني بصفحة التسجيل وثيقة تخرج بدل كشف علامات علماً أن الوثيقة المرسلة
تضم وثيقة التخرج مع كشف 
العلامات مع وثيقة تثبت أن ترتيبي هو الأول .
ملاحظة:
عند اختيار أسم معهدي  معهد متوسط صناعي كهرباء  لا يظهر في الرغبات أي
خيار   مع العلم أن أسم المعهد قد تغير من المعهد الصناعي الأول إلى المعهد
التقاني اختصاص تقنيات كهربائية تابع لوزارة التربية   وعند سؤالي عن سبب
هذه المشكلة أثناء محاضرة فعالية اليوم المفتوح للتعريف بالجامعة
الافتراضية السورية بفندق أمية أشار المسؤول إلى أنه يمكنني التسجيل بأسم
أي معهد مقبول وستعرض أوراقي على مجلس الجامعة للبحث في موضوع القبول. لأن
معهدي حالياً غير مقبول ..... علماً أنني الأول على دفعتي و قد أرفقت مع
أورقي الثبوتية وثيقة ترتيبي في المعهد 
تم الإرسال من البريد <https:  go.microsoft.com fwlink ?LinkId=550986>
لـ Windows 10      "
