,word,max weight
891,مستجدات,0.6887592403104138
763,رقي,0.6864842778996413
70,ادبي,0.685061201509262
29,سوريه,0.6850058155383189
81,عاده,0.6849075107952105
768,عماره,0.6848036018552165
101,اعلانات,0.6845172424348783
267,مجددا,0.6839803997502766
404,قديمه,0.6828566119573566
1044,التعديلفي,0.6823577264426949
169,اداره,0.6815152614340019
254,اجازه,0.6813602009596647
34,مواعيد,0.6806017844523471
63,مقبوله,0.6803989261469209
753,جديده,0.6795305800493332
569,انتظار,0.6790734846080011
188,وضع,0.6788573565099226
757,معاهد,0.6778391849632239
53,ادب,0.6763016677951245
514,معترف,0.6753665444246667
498,ذكر,0.6751462668458509
638,ديوان,0.6750680666956895
420,استفاده,0.674633772812135
535,وصلت,0.6744504104876606
288,خريج,0.6730272547203564
208,برنامجتقانات,0.6728408956200977
826,يكنالمجستير,0.6712348347644731
236,قوائم,0.671160715391299
468,بطاقه,0.671007107905535
470,اسماء,0.6697984464671184
250,متعلقه,0.6694090962603412
1118,بالجامعهحاليا,0.6692842641454216
781,مسجلين,0.6684644728800574
153,تفصيل,0.6677535672040857
1117,ورس,0.6673477521418524
1089,مؤسسات,0.6670332471590277
343,موعدالامتحت,0.6666455963045982
19,يتم,0.6660053077660638
117,قسم,0.6657608382727952
497,حكوميه,0.6655643357576875
201,اد,0.6654670371989269
216,منابع,0.6649221065346858
487,يترتب,0.6646845192383983
488,ايشيء,0.6646845192383983
994,مراجعات,0.6646412517169348
940,اوضح,0.6640837151268669
917,قيد,0.6639722065650489
916,اخراج,0.6639722065650489
602,الشخصيو,0.6634794230243207
100,خطوات,0.6629883796908628
349,الثالثو,0.6627202526478062
505,الباسوورد,0.662461219379323
218,اتصالات,0.6596221832820568
328,اكمال,0.6594860700196504
329,كون,0.6594860700196504
1140,ملاحظه,0.6591200340090122
408,يتوجب,0.6580837142827567
196,تعليم,0.6576552607618107
4,تواصل,0.6570028662004956
58,تفاصيل,0.6563703422587938
1120,محاسبه,0.6562292488858906
460,يومان,0.6551410189381603
459,مهله,0.6551410189381603
667,الاجازهالي,0.6550771125091226
1180,التسجل,0.6550295754404969
32,موجوده,0.6541619687688639
999,الموقعضمن,0.6522886905434556
12,طلبات,0.6522326221409249
1029,الكمبيوترو,0.6519326818026648
637,عوضا,0.6516762436081907
657,صيغه,0.6510740470124429
441,حالياو,0.650451563454754
85,ثمالاتصال,0.6503756150604882
228,عنالجامه,0.6499185010256682
899,سؤال,0.6499185010256682
210,مسجل,0.6494910024010631
805,متابع,0.6493101535533999
1166,للمراكزو,0.6482771147781258
319,متخرج,0.6476227542272828
174,اختصاصات,0.6463480095783866
871,السوريهفي,0.6458571036118038
520,امتحانين,0.6457691536174343
185,التسجيلتم,0.6455549262129053
425,انشاء,0.6453441838518058
48,شروط,0.6448031555902802
83,ايميلالي,0.6436997595187187
264,فيالجامه,0.6435548164520231
377,قريب,0.6432784400488051
428,يحدد,0.6432638012641488
1072,احتفاظ,0.6431554560141779
302,ترشيح,0.6430509607706096
515,رابعه,0.6430246378274956
366,الدفعتم,0.6428006812938254
937,تحاليل,0.6405070261284005
938,طبيه,0.6405070261284005
704,امتحانات,0.6397811827985947
27,مراكزالجامه,0.6388738007590472
1134,ينتهي,0.6383277183980464
1135,يومين,0.6383277183980464
1137,تصدر,0.6378856346679421
230,القدوماليالجامه,0.6369477235324228
493,طاقه,0.6369477235324228
557,مقبولين,0.6364154091705272
79,دراسه,0.6360247638089814
838,تقومالطالبه,0.6358294640982023
836,مقبولفي,0.6350125265637063
475,تاكد,0.6349328944383228
466,شرطي,0.6349162935534582
1103,استيعاب,0.6345009369020544
133,تخرج,0.6344568318238988
132,استكمال,0.6344568318238988
261,يعامل,0.6340591021530566
119,ضغط,0.6338600998579986
471,حل,0.6338152219924845
144,برامج,0.6330891462692939
587,بارسالهاالي,0.6327807604642386
415,فقره,0.6324847557982435
923,ديانه,0.6322447620843545
612,تنتهي,0.6322288627220137
166,مستمر,0.6318347487311279
175,متاحه,0.6294276555835
402,تجاريه,0.6291631691417365
1209,طابات,0.6291136306953866
60,معادله,0.6287695164904394
799,تلقائي,0.6286912252065122
778,عسكري,0.6286833921060574
1091,قدمت,0.6283720160509148
1090,تضع,0.6283720160509148
344,شؤون,0.6281977281632648
992,الزاميه,0.6277343491986366
290,معهد,0.6272521203948714
590,قمتبالتسجيل,0.6271183491905906
305,يتماعفاءك,0.626723227671847
719,رسوم,0.6258130909773894
287,تتم,0.6249258389386134
66,طلب,0.6247043142693774
998,كليه,0.6245676651872758
358,مصدقات,0.6243050847319525
975,التسيل,0.6241581652943087
392,بدء,0.623806778005727
927,ملاحظات,0.6235428911293079
24,تسليم,0.6234630085343571
293,انتهاء,0.6226142658518927
666,انتقال,0.6225914662755571
480,جامعيه,0.6225823884919311
114,تقانه,0.6222479950438062
231,تقديمالامتحت,0.6220057866463654
1115,تحصلين,0.6215667511281062
158,المانيا,0.6214090181688829
502,مستخدم,0.6210555994658779
160,امتحانيه,0.6207753305315696
983,بامكانكالاكد,0.6205017725665296
995,موقعالجامهفي,0.619637125314815
109,حد,0.6187714871169885
731,عليالمجستير,0.6184741072300491
121,صور,0.6181839284038931
821,مختلفتين,0.6179374947870147
820,مفاضلتين,0.6179374947870147
857,ضم,0.6178676283557526
1169,المصدقهالي,0.6176245738853618
106,لاحقا,0.617620555746297
745,رسمي,0.617254331534169
623,منح,0.6168795958224533
800,والمعدلاتالمطلوبه,0.6167778710510703
770,يكوم,0.6166793557173914
213,ماجستير,0.6151538154782221
125,تستغرق,0.6150997468609256
889,متقدمين,0.6148827257539329
560,يرجيي,0.6148359927520233
1000,الجامعيفي,0.6144928462579443
178,تحديد,0.6144857250397183
238,التسجيلفي,0.6137690241485367
205,نقصفي,0.6136458650230106
1116,مصارف,0.6126563881056174
512,قبلان,0.6125319266174212
337,ترتفع,0.6122483726797308
912,يرجيالتواصل,0.6113677041216348
892,يظهر,0.6101966557035637
724,العاليو,0.6094671020764674
694,مدقق,0.608971401973054
412,طريقالجامهو,0.6085197097815417
146,اخري,0.6078008177150841
1025,سفر,0.6072797911619191
655,تختلف,0.6068343762257695
269,وقت,0.6054868229624478
400,عسكريه,0.6054089303633909
147,شديد,0.6049702345052465
766,استماره,0.6041400287608121
1206,تدقق,0.6033848912407478
1154,حيه,0.6026154751545916
1153,اختام,0.6026154751545916
888,بالدخولالي,0.602488576371836
772,طبي,0.6021643726816174
922,طي,0.6016914181698281
492,استلام,0.6016236651302079
1076,شخصيات,0.6006618716774744
685,صناعيه,0.6005232406795069
680,يعتبر,0.6004772088999099
978,مرشحين,0.5993290634654755
852,جهات,0.5993290634654755
581,يمكنان,0.5991674977756132
974,تسجيلالمجستير,0.5981035671684735
405,مشاكل,0.5974127541409663
689,تباعا,0.5972147640541756
118,جامعي,0.5970313813576765
664,هجره,0.5969256781546372
665,جوازات,0.5969256781546372
649,نفاذالجامه,0.5968075670976953
909,الموبايل,0.5966646738734992
64,علوم,0.5963552199176386
883,ادرا,0.5957564635556173
884,الاعمالفي,0.5957564635556173
317,مدير,0.5954710945265352
268,اسرع,0.595317466699829
190,قدوم,0.5950769173079369
87,تصفح,0.5948374089152973
624,معلم,0.5947639845414969
482,يحوي,0.5946761968167913
26,مطلوبه,0.5941774268411476
481,يتمالقبول,0.5935818012091916
973,بطاقات,0.5928908397707436
126,ريثما,0.5923281646845934
148,معلومات,0.5921662137092008
357,تمنح,0.592142991508549
134,اشعار,0.5918520517523134
91,اتصال,0.5918027517642739
249,تربوي,0.5912880898819365
263,سوري,0.5896479395691853
588,تتواصلي,0.5895857341892583
608,ورقه,0.5894209864241079
1034,حاولي,0.5893889716039828
1033,تحددي,0.5893889716039828
220,اوسع,0.5893674548854545
702,انترنت,0.5891468966960008
791,جدد,0.5891468966960008
316,معاون,0.5885587850308757
847,تقسم,0.5882323443554782
1139,الشهادهو,0.5880759793625316
1104,جدول,0.5859721762537717
444,وصل,0.5852787477967573
858,يتمتدقيق,0.5847805276774073
56,برنامج,0.583339956930011
886,التسجيا,0.583164297814726
613,قبلالجامه,0.5830096008015107
851,موظفين,0.58219977610151
177,دليل,0.5820137105715689
191,احببت,0.5817430857665276
687,دقه,0.5812048348113921
930,الطلابو,0.5811334824978303
354,لسانيات,0.5806102587388279
65,ويب,0.5802515797872679
1075,ممكنان,0.580195502445819
677,خيارات,0.5799366568247071
618,مجدداو,0.5799166647951138
559,لتقديمالامتحت,0.5798884924928409
755,المعرف,0.5795741667753976
725,ليسالجامه,0.5792432821765213
55,منسق,0.5784303643509957
168,المطلوبهالي,0.5783314643449311
327,درجه,0.577822799142286
1189,الاطلاعو,0.5773502691896257
1188,غصونالمحترم,0.5773502691896257
1187,انسه,0.5773502691896257
156,اسعار,0.5767411146967122
235,اطلاع,0.5764474251056463
536,اوالي,0.5764008041654015
604,المعهدو,0.576233903531698
424,تكمل,0.5761880190273437
391,العاشرو,0.5759782631212443
784,النقابهفي,0.5750831333115943
944,نمسا,0.5749054385369241
619,يرجيالاكد,0.574876233741763
819,الطلابالجامه,0.5743027260016592
601,جزائر,0.5736184557010309
713,عليالايميل,0.5728435706782987
1176,نعمالجامه,0.5725779939480773
518,رساله,0.5717022063534589
330,تكلفه,0.5713965891337717
1056,التربيهان,0.571287961913804
977,يختلف,0.5712300754787542
976,ثابت,0.5712300754787542
925,بالاضافهالي,0.5708747081562731
686,مهنيه,0.5707429519482669
136,نسخه,0.5697874970006707
524,مذكور,0.5696579918072265
964,مدرسه,0.5694393011972015
965,تمريض,0.5694393011972015
728,مستقبلا,0.5690839286659872
729,اقتراح,0.5690839286659872
879,تتقدم,0.5689715499527125
878,فيهفي,0.5689715499527125
291,مغلق,0.5685073129496334
1149,الطلابالي,0.5683415209353716
1174,يحتاجالي,0.5678453043499071
173,معلوماتيه,0.5678265513224813
870,خارجيه,0.5677787077201887
39,موقع,0.5674238268516556
229,بغمكانك,0.5668399848573275
654,يتمتنزيل,0.5664869154674728
232,تكاليف,0.5661639542952365
856,ارقام,0.5654875070083817
439,عمليه,0.5654423231309923
438,اتمام,0.5654423231309923
653,حاليه,0.5647142074204412
251,تصديق,0.5647079229695009
1002,تسخ,0.5643603923242588
863,ماليزيا,0.5641998581890412
1037,مدريريه,0.5639828175707994
1114,عادله,0.5636304862194761
636,لبنان,0.5636104115560718
171,واضحه,0.5635916984529878
752,سوريهان,0.5634960169538737
751,مشكلهو,0.5634960169538737
773,القدومالي,0.5629835239582786
634,سفاره,0.5621996156103748
730,الاف,0.5621603128780199
849,نسيه,0.5620893383075662
928,دراسهالمجستير,0.5618912847664619
376,منالجامه,0.5604392017144711
934,فصلين,0.5600151302551714
780,كورسات,0.559739174341238
926,لمعرفهفي,0.5590791998458154
828,تقسيم,0.5587211477860531
670,معقسم,0.5582737162186128
243,صفحه,0.5578745736835946
674,هذاالامر,0.5573858584566462
890,يتقدموا,0.5573322952425992
47,تعديل,0.5570797970457669
244,واجب,0.556748756367835
675,عائد,0.555836289351776
1065,نتائجالمجستير,0.5558133483276636
864,متاح,0.5552230699993376
477,ضمنصفحه,0.5548862388419299
172,هندسه,0.5548294225549166
862,سوريين,0.5547093839577787
967,تصحيح,0.554120730266205
846,اختصاصالي,0.5540082898346457
845,علياجازا,0.5540082898346457
242,الصورهالي,0.5535540754018029
115,نقص,0.553464362811623
137,ورقيه,0.5527966401809559
718,للدخولالي,0.5525742113149351
1155,داخليه,0.5519084912235939
284,التسجيلعلي,0.5517640049832088
285,ينم,0.5517640049832088
544,عليكي,0.5507139854709211
387,وتخصصو,0.5492991927187053
641,اسم,0.5486088322329661
1043,الاولو,0.5483748893080619
282,معدا,0.5477317099695607
1146,صادر,0.5473926915026547
570,يفوت,0.5473863214928372
739,خلالتسليم,0.5471390238532446
777,موافقه,0.5463453896638271
806,للقدوماليالجامه,0.545992678221141
534,شركه,0.5457486457229846
1143,المصدقهو,0.5456755373376341
271,عقاري,0.5452344749485255
123,يعنيان,0.5450038141293938
1208,جميعالايميلات,0.5445201092382522
1181,تصديقات,0.5434425434482786
699,يعود,0.5433880672490993
1024,عليالاشعار,0.5433153992648886
270,تجاري,0.54214474056702
403,شهادات,0.542024606553959
825,ميكانيك,0.5413853390378455
90,وارده,0.5409844531915692
247,اعمال,0.5408025057015047
1186,مرحله,0.5398350784558803
594,لاذقيه,0.5395524492792952
844,يعد,0.5386403961782575
310,قبولكفي,0.5380176475013518
746,معتمد,0.5376212283332412
256,باب,0.5374103209114901
494,سر,0.5368008631666209
363,غد,0.5347855039141047
929,الجامعيهو,0.5340267766801827
457,تحملي,0.5336264868677709
103,اتباع,0.5327436029043744
1165,الاختصاصاجازا,0.5326935181429793
1160,مرسوم,0.5325382108833464
486,يشمل,0.5321096383743419
949,تلحق,0.5318848843105066
662,وصول,0.5314914030737959
537,ارسالهالي,0.5311283788485327
872,مطالبه,0.5304727485200278
541,توضيحيه,0.5302847492361397
545,مركزالجامه,0.5296077445881149
266,مفتوحا,0.5287275173363364
546,تكنولوجيا,0.528521681741883
248,تاهيل,0.5279566729677699
113,الطلابالبرنامج,0.5278496386908841
112,منسقشؤون,0.5278496386908841
988,خيار,0.5274067822743721
804,يبان,0.5269540124344195
966,اصدار,0.5266415683929344
1031,تمكن,0.5263404993915153
206,مصرف,0.525916975598799
627,نجاح,0.5251190931653447
626,تمنيات,0.5251190931653447
625,معاطيب,0.5251190931653447
422,مواضيع,0.5250193855928807
423,اساسيه,0.5250193855928807
338,يصبح,0.5242851099794797
182,ابتداء,0.5242851099794797
835,مضغوط,0.5241059292092591
818,دمشقو,0.5237729485306153
451,تعليمات,0.5234630841504232
450,تقيد,0.5234630841504232
449,نظام,0.5234630841504232
1004,خبره,0.5228566614280182
743,يمكنكان,0.5225777769926819
1010,يحتاج,0.520247176894637
776,يتطلب,0.5192518113490888
184,حاصله,0.5186929866598192
714,حمله,0.5181170247261758
622,تغيير,0.5157307296844675
860,ترشيحات,0.5150179265911283
189,تدقيق,0.5143493629746606
239,هوالمجستير,0.5132577036390836
186,يجبان,0.5129422966904911
368,الخاصهفي,0.5128516112882302
887,مفصل,0.5126170546528716
785,رغبه,0.5121644679351124
945,بقيه,0.5118808370594571
416,الجامعيالموجود,0.5111838828409178
3,مرور,0.5110317084346394
360,تفريغ,0.5107601756510455
361,بريد,0.5107601756510455
92,تظهر,0.5107504634468223
935,المقبلهو,0.5105724277065712
180,رئيسي,0.5103836195461253
131,سعوديه,0.5103653368462796
303,كتاب,0.5098729608777439
141,الرابطين,0.5096679683108459
142,تاليين,0.5096679683108459
865,اسابيع,0.5096258397468066
621,تقريب,0.508655221858039
737,امتحاني,0.5072790861347574
833,تتعادل,0.5071799164801808
433,مبدئي,0.5063950335994313
696,تباعاو,0.5063195306444941
233,موجود,0.5055856900631729
990,يبدؤون,0.5055496956307071
991,سويه,0.5055496956307071
959,مسبقا,0.5047930500617928
539,مسؤول,0.5047894207466493
265,معدلات,0.5047323756565687
1185,الصافيو,0.5046043401643648
750,بقرائتها,0.5043846662617543
472,الدخولاليحسابك,0.5043266314685978
473,ذوي,0.5043266314685978
474,شهداء,0.5043266314685978
1041,مفتوحه,0.5037483879633025
447,ذمه,0.503683957147212
446,براءات,0.503683957147212
445,الدفعاليالجامه,0.503683957147212
1050,اقسامالجامه,0.5013605419119158
1005,تدريس,0.500588652987887
709,دمشق,0.4995610893118815
1079,ناخذ,0.4992584334024647
595,رسائل,0.4990503614817757
382,الموجودهفي,0.4988228510421491
454,اقصي,0.49811521837524414
462,ساعه,0.49811521837524414
1073,بالعالمان,0.4980634528224736
1074,يق,0.4980634528224736
953,نقوم,0.4979711756627291
394,اقسام,0.4978206825300447
620,ايميلك,0.497774318960573
720,ابيض,0.4977721318198703
721,اسود,0.4977721318198703
381,يحصل,0.4965679381174605
1060,يرجيالاطلاع,0.495018002768905
1061,متضمن,0.495018002768905
1062,الاكسل,0.495018002768905
571,فيالجامهعليك,0.49467702666766145
572,معترفه,0.49467702666766145
1,اسمالمستدخم,0.4942334668441362
336,واحده,0.494081328823345
432,اولي,0.49407021617893065
42,شهاده,0.49379626677081295
815,الكترونياو,0.49376500497719117
150,نفاذ,0.4935017327671939
882,رمز,0.4924804274790452
881,ادخال,0.4924804274790452
72,بشرطان,0.4923166015550277
708,علاقات,0.4920440466091267
398,متوجب,0.49199400692243006
399,خدمه,0.49199400692243006
306,يبقي,0.49075900270419504
861,ماضيه,0.48947789497088035
744,غلي,0.4893147641124381
95,نقابه,0.4886572201340728
257,محاور,0.48794200574308594
1052,التفاصيلو,0.4871080645572251
2,كلمه,0.48698472456746256
110,ادني,0.48679703008785397
732,نظامالجامه,0.48676881681786865
593,قبلناالي,0.4861254396963541
592,جاهزه,0.4861254396963541
538,شخص,0.4861016325709301
903,تقريباو,0.4858852492548332
511,عزيز,0.4852175322957565
600,صفوف,0.48401802551410006
223,تحويل,0.48372581303122214
797,انتساب,0.48177122874656436
555,رباط,0.4809577849061752
321,اساس,0.4795807242121696
1182,سوريفي,0.4772098914890174
1183,ولدت,0.4772098914890174
519,لازمه,0.47660663243512663
723,الصورالي,0.4763437863314227
827,حلب,0.47601050131014394
1006,مديريه,0.4757641772445445
86,حاجه,0.47501250769168096
1080,تمكنت,0.4744999240042132
633,بلد,0.47428475654285845
1048,تتمكن,0.4742069674212593
1083,فرنسي,0.47395998030126885
1084,فرنسيه,0.47395998030126885
1047,خلالالضغط,0.4736180383597008
1063,فيتقانه,0.473265642882919
395,هاتف,0.47313347201450723
774,المعلوماتو,0.47311840915125863
823,قبلكان,0.47227871007626865
962,الشهاداتفي,0.47211252463620124
461,مقر,0.4716095319877805
323,اجرائي,0.47159636203570393
786,يعيان,0.47151150881677995
710,كامل,0.4704222315096727
370,رياض,0.4703077485220948
573,عالميا,0.47014571183261006
1003,احدث,0.46999751003099016
309,مهندس,0.4691228169190537
591,تربيه,0.4683588131192135
252,اجابت,0.4680634206833455
397,ايانه,0.4675957445610751
350,نقل,0.46680648700321753
968,كنتي,0.4664434209163421
25,اوراق,0.46586379286955526
738,فور,0.46557339785308116
1020,صحيه,0.4652611353953499
77,عناوين,0.4647706057040095
1101,مهنه,0.46403467367612866
1100,مزاوله,0.46403467367612866
199,اسبقي,0.4639441313679867
542,لخريجيالمجستير,0.46371488057245336
